"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Dmitry Orlov","20-21","WSH","D",51,928.3,58.47,52.86,52.8,52.83,52.11,49.68,35.29,471.92,420.84,665.75,595.11,864.05,771.63,37.5,34.47,14.39,51.08,70.64,92.42,3.03,10.53,91.61
"Dmitry Orlov","21-22","WSH","D",76,1436.02,57.22,53.78,53.75,52.97,52.27,68.83,51.45,750.31,644.84,1037.01,892.38,1357.8,1205.32,60.44,55.19,17.38,105.47,144.63,152.48,5.25,9.17,92.02
"Dmytro Timashov","19-20","DET/TOR","L",44,370,51.72,45.71,45.9,46.72,45.34,13.09,12.22,162.95,193.53,226.69,267.2,309.7,353.23,12.5,15.07,0.87,-30.58,-40.51,-43.53,-2.57,8.03,93.69
"Dominic Toninato","19-20","FLA","C",46,480.25,56.98,47.44,46.38,46.18,47.34,21.02,15.87,234.34,259.58,309.01,357.29,415.59,484.32,17.43,19.39,5.15,-25.24,-48.28,-68.73,-1.96,8.97,93.89
"Dominic Toninato","21-22","WPG","C",77,525.82,44.54,42.83,42.39,43.6,45.35,13.8,17.18,191.93,256.18,263.5,358.11,371.1,480.09,16.44,19.81,-3.38,-64.25,-94.61,-108.99,-3.37,7.19,93.29
"Dominik Kahun","19-20","BUF/PIT","C",56,678.47,58.81,50.7,49.88,49.79,49.18,38.17,26.73,330.61,321.49,437.12,439.17,580.62,585.6,24.63,25.45,11.44,9.12,-2.05,-4.98,-0.82,11.55,91.69
"Dominik Kahun","20-21","EDM","C",48,590.65,49.55,48.14,48.48,48.51,46.15,24.29,24.73,289.67,312.09,391.76,416.35,516.82,548.6,23.06,26.91,-0.44,-22.42,-24.59,-31.78,-3.85,8.39,92.08
"Dominik Kubalik","19-20","CHI","L",68,830.98,51.18,49.23,50.94,50.48,51.3,49.32,47.05,471.53,486.19,638.75,615.07,837.14,821.12,41.12,39.04,2.27,-14.66,23.68,16.02,2.08,10.46,90.32
"Dominik Kubalik","20-21","CHI","L",56,705.42,50.36,46.2,45.16,45.51,46.46,28.75,28.34,342.95,399.29,426.74,518.27,580.13,694.66,26.31,30.32,0.41,-56.34,-91.53,-114.53,-4.01,8.38,92.9
"Dominik Kubalik","21-22","CHI","L",78,982.68,42.85,43.73,44.52,44.46,45.9,30.82,41.11,424.43,546.22,574.8,716.36,792.55,989.89,34.3,40.42,-10.29,-121.79,-141.56,-197.34,-6.12,7.26,92.47
"Dominik Simon","19-20","PIT","C",64,869,43.69,52.72,52.42,52.39,49.67,32.98,42.5,484.63,434.62,658.26,597.44,859.09,780.56,34.97,35.43,-9.52,50.01,60.82,78.53,-0.46,6.81,90.22
"Dominik Simon","20-21","CGY","C",11,102.25,54.88,43.02,44.04,45.15,46.13,3.88,3.19,39.94,52.9,60.72,77.17,82.62,100.37,3.87,4.52,0.69,-12.96,-16.45,-17.75,-0.65,9.71,93.97
"Dominik Simon","21-22","ANA/PIT","C",72,707.27,49.28,56,56.63,55.16,54.67,25.94,26.7,408.92,321.29,560,428.86,726.71,590.79,31.15,25.83,-0.76,87.63,131.14,135.92,5.32,6.34,91.69
"Dougie Hamilton","19-20","CAR","D",47,803.6,66.28,58.82,58.4,58.47,57.94,44.14,22.46,495.88,347.21,689.9,491.46,889.7,632,40.95,29.73,21.68,148.67,198.44,257.7,11.22,8.9,93.53
"Dougie Hamilton","20-21","CAR","D",55,973.62,64.52,56.82,57.32,57.36,58.06,47.38,26.05,591.42,449.49,834.51,621.49,1087.59,808.49,51.43,37.15,21.33,141.93,213.02,279.1,14.28,8.01,94.2
"Dougie Hamilton","21-22","N.J","D",62,1091.6,47.57,50.52,50.97,50.54,51.09,61.91,68.24,633.45,620.53,868.28,835.39,1127.33,1103.36,52.49,50.26,-6.33,12.92,32.89,23.97,2.23,9.77,89
"Drake Batherson","19-20","OTT","C",23,301.97,29.63,42.13,43.7,44.29,43.52,6.78,16.1,145.97,200.54,201.74,259.91,266.82,335.6,10.95,14.21,-9.32,-54.57,-58.17,-68.78,-3.26,4.64,91.97
"Drake Batherson","20-21","OTT","C",56,721.65,43.38,46.24,46.28,46.82,50.92,26.6,34.72,368.71,428.62,506.26,587.62,662.31,752.16,31.96,30.81,-8.12,-59.91,-81.36,-89.85,1.15,7.21,91.9
"Drake Batherson","21-22","OTT","C/R",46,690.78,58.11,48.63,48.67,48.66,48.87,36.14,26.05,358.1,378.21,495.82,522.87,648.81,684.42,32.29,33.79,10.09,-20.11,-27.05,-35.61,-1.5,10.09,93.11
"Drake Caggiula","19-20","CHI","C",40,439.93,45.34,46.71,48.76,49.54,49.99,22.3,26.88,218.94,249.74,308.2,323.89,415.77,423.42,19.98,19.99,-4.58,-30.8,-15.69,-7.65,-0.01,10.19,89.24
"Drake Caggiula","20-21","ARI/BUF","C",38,421.42,40.39,43.41,41.46,41.67,47.22,13.91,20.53,184.92,241.04,247.74,349.78,324.95,454.79,16.32,18.24,-6.62,-56.12,-102.04,-129.84,-1.92,7.52,91.48
"Drake Caggiula","21-22","BUF","C",18,228.9,41.96,43.86,46.26,47.65,38.13,8.04,11.12,91.58,117.23,129.63,150.59,174.82,192.09,5.91,9.59,-3.08,-25.65,-20.96,-17.27,-3.68,8.78,90.51
"Drew Doughty","19-20","L.A","D",67,1327.65,47.13,47.64,48.28,49.37,47.38,46.25,51.88,620.2,681.54,889.99,953.34,1183.15,1213.32,50.5,56.08,-5.63,-61.34,-63.35,-30.17,-5.58,7.46,92.39
"Drew Doughty","20-21","L.A","D",56,1127.35,44.73,50.7,49.38,48.96,46.22,37.12,45.87,518.55,504.26,710.58,728.46,923.56,962.82,40.37,46.97,-8.75,14.29,-17.88,-39.26,-6.6,7.16,90.9
"Drew Doughty","21-22","L.A","D",39,777.48,52.61,58.84,58.28,58.7,55.13,36.97,33.3,466.11,326.01,621.82,445.09,815.63,573.83,36.51,29.71,3.67,140.1,176.73,241.8,6.8,7.93,89.79
"Drew O'Connor","20-21","PIT","L",10,72.95,25.96,45.87,45.52,46.51,42.04,1.01,2.88,31,36.58,43.15,51.64,58.18,66.92,1.9,2.62,-1.87,-5.58,-8.49,-8.74,-0.72,3.26,92.13
"Drew O'Connor","21-22","PIT","L",22,204.33,47.01,63.22,64.07,60.78,64.63,8.03,9.05,141.81,82.51,192.46,107.92,240.99,155.48,10.47,5.73,-1.02,59.3,84.54,85.51,4.74,5.66,89.03
"Dryden Hunt","19-20","FLA","L",21,215.4,50.42,56.14,53.73,51.33,53.43,7.21,7.09,121.47,94.9,155.92,134.25,194.24,184.19,8.49,7.4,0.12,26.57,21.67,10.05,1.09,5.94,92.53
"Dryden Hunt","20-21","ARI","L",26,303.57,38.27,51.98,52.53,51.44,50.98,7.93,12.79,143.67,132.71,198.79,179.62,261.57,246.89,10.45,10.05,-4.86,10.96,19.17,14.68,0.4,5.52,90.36
"Dryden Hunt","21-22","NYR","L",76,897.93,38.19,48.62,48.67,48.67,48.46,24.13,39.05,411.66,435.04,569.63,600.87,760.71,802.19,32.06,34.1,-14.92,-23.38,-31.24,-41.48,-2.04,5.86,91.02
"Duncan Keith","19-20","CHI","D",61,1146.35,49.39,47.02,47.93,48.91,47.01,49.17,50.38,597.28,672.97,786.72,854.53,1082.53,1130.71,49.42,55.7,-1.21,-75.69,-67.81,-48.18,-6.28,8.23,92.51
"Duncan Keith","20-21","CHI","D",54,963.03,42.45,44.52,42.95,44.28,42.19,39.27,53.23,488.81,609.11,603.7,801.85,815.33,1026.15,38.26,52.43,-13.96,-120.3,-198.15,-210.82,-14.17,8.03,91.26
"Duncan Keith","21-22","EDM","D",64,1096.67,56.69,51.9,51.64,52.64,51.34,52.1,39.81,581.85,539.3,778.62,729.03,1075.75,968.03,48.53,46,12.29,42.55,49.59,107.72,2.53,8.95,92.62
"Dustin Brown","19-20","L.A","L",66,969.47,51.72,49.9,49.49,49.65,45.97,38.85,36.27,463.24,465.16,658.21,671.79,865.28,877.34,34.95,41.07,2.58,-1.92,-13.58,-12.06,-6.12,8.39,92.2
"Dustin Brown","20-21","L.A","L",49,679.8,46.58,51.52,50.96,50.7,49.14,25.06,28.74,331.78,312.19,457.92,440.6,590.35,574.06,25.67,26.57,-3.68,19.59,17.32,16.29,-0.9,7.55,90.79
"Dustin Brown","21-22","L.A","L/R",64,791.7,51.12,52.83,52.72,51.85,49.87,28.02,26.79,435.88,389.18,587.66,527,746.91,693.73,33.39,33.56,1.23,46.7,60.66,53.18,-0.17,6.43,93.12
"Dylan Coghlan","20-21","VGK","D",29,372.13,43.41,54.38,55.48,56.72,50.63,12.26,15.98,192.78,161.72,273.96,219.88,387.47,295.66,17.66,17.22,-3.72,31.06,54.08,91.81,0.44,6.36,90.12
"Dylan Coghlan","21-22","VGK","D",59,756.7,45.83,52.74,54.49,52.88,51.26,24.62,29.1,418.84,375.26,586.36,489.78,779.07,694.23,33.17,31.54,-4.48,43.58,96.58,84.84,1.63,5.88,92.25
"Dylan Cozens","20-21","BUF","C",41,509.22,38.69,42.27,44.24,45.31,43.18,20.29,32.15,241.31,329.52,341.25,430.1,443.69,535.55,18.38,24.19,-11.86,-88.21,-88.85,-91.86,-5.81,8.41,90.24
"Dylan Cozens","21-22","BUF","C",79,1045.9,43.84,47.42,47.87,48.62,45.9,39.63,50.77,509.97,565.48,686.64,747.76,903.57,955.04,38.07,44.88,-11.14,-55.51,-61.12,-51.47,-6.81,7.77,91.02
"Dylan Demelo","19-20","OTT/WPG","D",59,994.12,50.28,52.66,53.12,51.83,53.11,39.11,38.67,532.32,478.6,760.81,671.54,977.27,908.16,43.7,38.58,0.44,53.72,89.27,69.11,5.12,7.35,91.92
"Dylan Demelo","20-21","WPG","D",52,742.48,55.38,50.63,49.46,49.11,51.74,33.36,26.88,357.74,348.82,475.89,486.3,628.11,650.83,28.48,26.56,6.48,8.92,-10.41,-22.72,1.92,9.33,92.29
"Dylan Demelo","21-22","WPG","D",76,1185.6,52.2,51.94,52.07,51.32,54.36,42.9,39.28,611.99,566.36,841.7,774.75,1092.91,1036.81,53.06,44.55,3.62,45.63,66.95,56.1,8.51,7.01,93.06
"Dylan Gambrell","19-20","S.J","C",50,511.43,43.58,46.27,46.01,46.3,44.02,21.01,27.2,220.84,256.46,313.04,367.35,428.91,497.38,17.23,21.91,-6.19,-35.62,-54.31,-68.47,-4.68,9.51,89.39
"Dylan Gambrell","20-21","S.J","C",49,662.82,32.72,45.54,45.68,44.21,45.45,17.71,36.42,281.82,337.02,404.37,480.85,530.98,670.02,23.36,28.04,-18.71,-55.2,-76.48,-139.04,-4.68,6.28,89.19
"Dylan Gambrell","21-22","OTT","C",63,664.92,43.97,42.4,43.01,41.51,41.52,17.03,21.7,251.6,341.84,359.97,476.91,472.74,666.11,19.44,27.38,-4.67,-90.24,-116.94,-193.37,-7.94,6.77,93.65
"Dylan Larkin","19-20","DET","C",71,1165.68,48.77,47.3,47.92,48.34,49.52,51.73,54.35,580.7,646.88,800.2,869.5,1051.78,1123.82,48.47,49.41,-2.62,-66.18,-69.3,-72.04,-0.94,8.91,91.6
"Dylan Larkin","20-21","DET","C",44,727.02,34.39,47.65,46.86,47.84,48.67,17.51,33.41,354.4,389.3,471.86,535.05,620.05,676.06,27.51,29.01,-15.9,-34.9,-63.19,-56.01,-1.5,4.94,91.42
"Dylan Larkin","21-22","DET","C",71,1105.25,47.34,49.18,47.61,48.58,49.42,61.1,67.96,604.2,624.42,771.49,849.02,1009.61,1068.42,52.69,53.92,-6.86,-20.22,-77.53,-58.81,-1.23,10.11,89.12
"Dylan McIlrath","19-20","DET","D",16,191.9,22.2,40.25,41.36,43.26,36.69,2.02,7.08,71.87,106.71,100.72,142.78,140.1,183.73,5.1,8.8,-5.06,-34.84,-42.06,-43.63,-3.7,2.81,93.37
"Dylan Samberg","21-22","WPG","D",15,210.25,57.85,48.64,50.03,49.37,46.33,11.02,8.03,100.79,106.41,145.49,145.3,174.2,178.62,8.58,9.94,2.99,-5.62,0.19,-4.42,-1.36,10.93,92.45
"Dylan Sikura","19-20","CHI","C",9,88.98,59.06,47.46,48.07,47.87,44.02,4.14,2.87,54.7,60.55,70.56,76.23,86.66,94.36,3.61,4.59,1.27,-5.85,-5.67,-7.7,-0.98,7.57,95.26
"Dylan Sikura","20-21","VGK","C",6,61.17,51.69,58.76,52.15,50.91,56.14,2.14,2,27.7,19.44,36.24,33.25,48.59,46.85,2.33,1.82,0.14,8.26,2.99,1.74,0.51,7.73,89.71
"Dylan Strome","19-20","CHI","C",58,754.8,56.3,47.66,48.8,49,47.74,37.05,28.76,390.94,429.31,525.98,551.81,720.36,749.66,32.02,35.05,8.29,-38.37,-25.83,-29.3,-3.03,9.48,93.3
"Dylan Strome","20-21","CHI","C",40,488.27,35.82,46.91,46.72,45.41,48.56,15.68,28.09,245.35,277.68,317.34,361.94,422.91,508.32,20.61,21.83,-12.41,-32.33,-44.6,-85.41,-1.22,6.39,89.88
"Dylan Strome","21-22","CHI","C",69,988.73,51.87,49.32,48.63,47.47,49.04,45.14,41.89,520.48,534.88,684.92,723.44,894.91,990.49,38.12,39.62,3.25,-14.4,-38.52,-95.58,-1.5,8.67,92.17
"Dysin Mayo","21-22","ARI","D",67,1185.35,35.97,37.54,37.98,38.5,37.61,37.81,67.3,455.06,757.03,619.48,1011.71,843.37,1347.26,37.56,62.31,-29.49,-301.97,-392.23,-503.89,-24.75,8.31,91.11
"Eeli Tolvanen","20-21","NSH","R",40,489.95,47.24,48.64,49.78,50.07,48.6,13.45,15.02,219.92,232.26,310.58,313.31,413.75,412.58,16.64,17.6,-1.57,-12.34,-2.73,1.17,-0.96,6.12,93.53
"Eeli Tolvanen","21-22","NSH","R",75,845.1,49.18,50.43,51.18,51.21,52.71,33.13,34.23,417.98,410.92,602.12,574.3,803.08,765.21,33.42,29.98,-1.1,7.06,27.82,37.87,3.44,7.93,91.67
"Eetu Luostarinen","19-20","CAR","C",8,79.45,24.09,58.85,56.07,56.52,49.52,0.99,3.12,40.09,28.03,57.51,45.06,74.46,57.27,2.59,2.64,-2.13,12.06,12.45,17.19,-0.05,2.47,88.87
"Eetu Luostarinen","20-21","FLA","C",44,474.05,34.93,47.85,48.3,48.6,48.38,12.76,23.77,222.04,242.03,297.63,318.56,386.36,408.57,16.38,17.48,-11.01,-19.99,-20.93,-22.21,-1.1,5.75,90.18
"Eetu Luostarinen","21-22","FLA","C",78,882.53,48.9,54.31,55.48,56.01,56.09,33.19,34.68,503.61,423.7,690.96,554.57,943.91,741.23,45.23,35.41,-1.49,79.91,136.39,202.68,9.82,6.59,91.81
"Egor Sokolov","21-22","OTT","L",8,75.73,18.48,45.38,43.72,45.6,38.12,1.89,8.34,41.59,50.05,51.94,66.86,69.27,82.64,2.52,4.09,-6.45,-8.46,-14.92,-13.37,-1.57,4.54,83.34
"Egor Zamula","21-22","PHI","D",10,153.4,24.89,49.09,50.37,48.68,55.15,2.95,8.9,73.03,75.75,97.51,96.08,121.22,127.8,7.18,5.84,-5.95,-2.72,1.43,-6.58,1.34,4.04,88.25
"Elias Lindholm","19-20","CGY","C",70,989.37,47.43,48.72,50.37,50.58,50.11,45.32,50.24,509.57,536.44,724.31,713.78,950.13,928.47,41.64,41.45,-4.92,-26.87,10.53,21.66,0.19,8.89,90.63
"Elias Lindholm","20-21","CGY","C",56,769.53,57.93,51.03,51.7,52.77,50.67,39.97,29.03,390.71,375.01,539.67,504.17,711.59,636.93,29.38,28.6,10.94,15.7,35.5,74.66,0.78,10.23,92.26
"Elias Lindholm","21-22","CGY","C",82,1191.68,68.9,55.75,55.97,56.75,58.75,91.55,41.32,709.6,563.24,983.8,774.08,1301.46,991.8,65.89,46.26,50.23,146.36,209.72,309.66,19.63,12.9,92.66
"Elias Pettersson","19-20","VAN","C",68,960.2,63.79,53.55,54.97,54.01,54.12,62.92,35.72,533.93,463.21,751.99,616,985.59,839.13,44.41,37.65,27.2,70.72,135.99,146.46,6.76,11.78,92.29
"Elias Pettersson","20-21","VAN","C",26,348.2,51.19,47.87,49.09,48.99,50.76,23.17,22.09,172.43,187.76,242.52,251.47,304.52,317.08,15.72,15.25,1.08,-15.33,-8.95,-12.56,0.47,13.44,88.23
"Elias Pettersson","21-22","VAN","C",80,1135.85,51.39,49.58,50.68,50.79,50.06,46.69,44.17,591.56,601.57,831.02,808.75,1108.57,1073.87,51.47,51.35,2.52,-10.01,22.27,34.7,0.12,7.89,92.66
"Emil Bemstrom","19-20","CBJ","C",56,608.22,38.53,51.86,49.68,49.92,49.31,16.88,26.93,314.64,292.07,401.41,406.65,537.26,539,21.06,21.65,-10.05,22.57,-5.24,-1.74,-0.59,5.36,90.78
"Emil Bemstrom","20-21","CBJ","C",20,236.78,62.75,49.4,49.6,49.74,53.9,6.84,4.06,104.46,106.99,148.92,151.3,203.49,205.63,7.39,6.32,2.78,-2.53,-2.38,-2.14,1.07,6.55,96.21
"Emil Bemstrom","21-22","CBJ","C",41,385.12,49.8,47.99,50.44,50.16,49.36,15.92,16.05,186.42,202.03,266.96,262.33,346.11,343.85,15.45,15.85,-0.13,-15.61,4.63,2.26,-0.4,8.54,92.06
"Eric Robinson","19-20","CBJ","L",50,542.72,64.17,53.36,52.51,51.12,54.62,23.17,12.94,259.1,226.48,347.08,313.85,452.45,432.7,18.93,15.73,10.23,32.62,33.23,19.75,3.2,8.94,94.29
"Eric Robinson","20-21","CBJ","L",56,629.65,53,51.57,50.54,50.51,49.26,24.02,21.3,308.95,290.11,418.77,409.79,553.94,542.78,21.99,22.65,2.72,18.84,8.98,11.16,-0.66,7.77,92.66
"Eric Robinson","21-22","CBJ","L",67,762.43,41.71,45.33,47.07,48.36,45.61,26.05,36.4,359.86,433.95,503.76,566.48,687.15,733.73,29.86,35.61,-10.35,-74.09,-62.72,-46.58,-5.75,7.24,91.61
"Eric Staal","19-20","MIN","C",66,897.83,48.2,47.11,47.86,48.73,52.87,47.04,50.55,432.53,485.59,605.17,659.37,815.75,858.13,35.29,31.46,-3.51,-53.06,-54.2,-42.38,3.83,10.88,89.59
"Eric Staal","20-21","BUF/MTL","C",53,687.85,23.94,46.37,48.56,48.86,44.12,11.33,36,315.12,364.45,460.56,487.86,600.42,628.35,24.68,31.26,-24.67,-49.33,-27.3,-27.93,-6.58,3.6,90.12
"Erik Brannstrom","19-20","OTT","D",31,400.1,40.24,47.03,46.77,46.49,47.29,12.86,19.1,179.27,201.89,253.87,288.93,350.31,403.15,15.18,16.92,-6.24,-22.62,-35.06,-52.84,-1.74,7.17,90.54
"Erik Brannstrom","20-21","OTT","D",30,414.3,52.36,47.56,49.45,50.55,45.22,24.08,21.91,190.42,209.97,274.96,281.08,378.1,369.84,15.09,18.28,2.17,-19.55,-6.12,8.26,-3.19,12.65,89.57
"Erik Brannstrom","21-22","OTT","D",53,868.9,40.96,47.76,48.89,49.43,45.43,24.82,35.78,435.8,476.66,603.75,631.24,798.39,816.74,34.98,42.01,-10.96,-40.86,-27.49,-18.35,-7.03,5.7,92.49
"Erik Cernak","19-20","T.B","D",67,1028.42,52.47,51.32,51.71,52.38,51.8,44.25,40.08,520.76,494.06,715.2,667.82,944.15,858.43,40.22,37.42,4.17,26.7,47.38,85.72,2.8,8.5,91.89
"Erik Cernak","20-21","T.B","D",46,749.33,51.33,54.09,54.57,55.2,55.54,32.89,31.19,381.38,323.67,522.74,435.14,675.15,547.96,28.62,22.91,1.7,57.71,87.6,127.19,5.71,8.62,90.36
"Erik Cernak","21-22","T.B","D",55,885.08,52.44,53.85,54.19,53.65,54.33,39.62,35.94,442.06,378.84,640.25,541.32,835.95,722.18,40.07,33.68,3.68,63.22,98.93,113.77,6.39,8.96,90.51
"Erik Gudbranson","19-20","ANA/PIT","D",51,860.72,47.26,48.05,48.54,49.14,46.55,31.79,35.48,417.04,450.89,605.9,642.23,792.97,820.85,32.28,37.07,-3.69,-33.85,-36.33,-27.88,-4.79,7.62,92.13
"Erik Gudbranson","20-21","NSH/OTT","D",45,690.9,39.64,44.94,45.47,46.42,43.92,21.2,32.28,335.16,410.61,465.67,558.51,620.24,716.01,25.97,33.16,-11.08,-75.45,-92.84,-95.77,-7.19,6.33,92.14
"Erik Gudbranson","21-22","CGY","D",78,1171.77,57.21,55.8,57.67,59.13,52.75,50.37,37.68,673.62,533.49,977.84,717.75,1303.78,901.02,51.54,46.17,12.69,140.13,260.09,402.76,5.37,7.48,92.94
"Erik Gustafsson (D)","19-20","CGY/CHI","D",66,1132.78,51.28,46.65,47.89,48.67,45.55,53.65,50.98,576.03,658.8,798.06,868.34,1081.63,1140.87,47.12,56.33,2.67,-82.77,-70.28,-59.24,-9.21,9.31,92.26
"Erik Gustafsson (D)","20-21","MTL/PHI","D",29,407,49.82,48.62,49.29,50.66,48.17,19.14,19.28,164.67,173.99,233.89,240.64,322.54,314.11,13.82,14.87,-0.14,-9.32,-6.75,8.43,-1.05,11.62,88.92
"Erik Gustafsson (D)","21-22","CHI","D",59,814.87,48.32,48.49,48.22,48.67,46.51,34.69,37.1,413.43,439.18,536.98,576.73,707.71,746.48,30.13,34.65,-2.41,-25.75,-39.75,-38.77,-4.52,8.39,91.55
"Erik Haula","19-20","CAR/FLA","L",48,588.1,54.05,48.33,49.55,49.33,45.72,26.85,22.83,291.8,312.02,414.64,422.12,527.72,542.12,24.68,29.3,4.02,-20.22,-7.48,-14.4,-4.62,9.2,92.68
"Erik Haula","20-21","NSH","L",51,625.43,55.42,45.17,46.97,47.58,46.3,25.82,20.77,286.02,347.23,398.38,449.8,531,584.93,22.19,25.74,5.05,-61.21,-51.42,-53.93,-3.55,9.03,94.02
"Erik Haula","21-22","BOS","L",78,1026.87,61.45,56.27,53.57,52.85,54.91,52.32,32.82,589.72,458.39,769.9,667.18,965.92,861.62,42.89,35.22,19.5,131.33,102.72,104.3,7.67,8.87,92.84
"Erik Johnson","19-20","COL","D",59,1012.75,53.22,49.68,50.83,52.33,50.56,44.26,38.91,535.86,542.73,747.31,722.84,1032.77,940.73,39.47,38.6,5.35,-6.87,24.47,92.04,0.87,8.26,92.83
"Erik Johnson","21-22","COL","D",77,1085.13,57.67,51.98,51.72,52.81,51.99,58.08,42.63,609.97,563.5,800.79,747.45,1112.95,994.5,46.03,42.5,15.45,46.47,53.34,118.45,3.53,9.52,92.43
"Erik Karlsson","19-20","S.J","D",56,1026.55,48.26,52.96,52.17,52.44,49.84,42.35,45.4,533.45,473.89,717.78,658.13,958.83,869.57,44.72,45.01,-3.05,59.56,59.65,89.26,-0.29,7.94,90.42
"Erik Karlsson","20-21","S.J","D",52,985.07,42.5,47.15,46.64,46.73,45.41,38.55,52.16,483.76,542.19,659.36,754.34,865.61,986.81,41.34,49.69,-13.61,-58.43,-94.98,-121.2,-8.35,7.97,90.38
"Erik Karlsson","21-22","S.J","D",50,926.23,51.25,50.33,49.57,48.34,50.25,44.03,41.88,514.3,507.64,692.07,704.15,899.39,961.17,43.94,43.5,2.15,6.66,-12.08,-61.78,0.44,8.56,91.75
"Esa Lindell","19-20","DAL","D",69,1236.08,49.29,46.3,45.79,46.35,49.27,48.26,49.66,582.35,675.55,777.19,920.27,1057.56,1224.29,49.63,51.1,-1.4,-93.2,-143.08,-166.73,-1.47,8.29,92.65
"Esa Lindell","20-21","DAL","D",56,1051.73,54.97,53.2,51.28,51.45,52.17,43.99,36.04,500.45,440.22,693.63,658.97,942.88,889.73,37.2,34.1,7.95,60.23,34.66,53.15,3.1,8.79,91.81
"Esa Lindell","21-22","DAL","D",76,1399.63,48.51,48.51,47.79,46.35,50.24,49.64,52.69,658.68,699.27,887.74,969.85,1161.37,1344.39,54.81,54.29,-3.05,-40.59,-82.11,-183.02,0.52,7.54,92.46
"Ethan Bear","19-20","EDM","D",71,1347.93,47.94,49.52,49.02,49.69,48.84,66.24,71.94,714.86,728.74,947.12,985,1269.4,1285,58.52,61.3,-5.7,-13.88,-37.88,-15.6,-2.78,9.27,90.13
"Ethan Bear","20-21","EDM","D",43,661.87,43.73,50.66,50.27,50.34,53.6,21.85,28.12,297.94,290.17,389.18,385.04,526.57,519.53,27.45,23.76,-6.27,7.77,4.14,7.04,3.69,7.33,90.31
"Ethan Bear","21-22","CAR","D",58,838.2,49.93,54.52,57.42,57.79,55.59,36.93,37.03,475.26,396.48,714.75,529.95,916.28,669.33,44.3,35.39,-0.1,78.78,184.8,246.95,8.91,7.77,90.66
"Evan Bouchard","20-21","EDM","D",14,192,46.33,49.6,49.32,52.99,49,7.07,8.19,103.92,105.6,138.95,142.8,199.11,176.67,7.36,7.66,-1.12,-1.68,-3.85,22.44,-0.3,6.8,92.24
"Evan Bouchard","21-22","EDM","D",81,1337.53,51.76,54.94,55.27,55.2,53,63.7,59.36,812.64,666.57,1104.99,894.37,1465.85,1189.7,69.84,61.94,4.34,146.07,210.62,276.15,7.9,7.84,91.09
"Evan Rodrigues","19-20","BUF/PIT","C",45,446.75,35.61,50.29,49.48,50.29,47.71,11.04,19.96,226.14,223.52,296.69,302.94,400.45,395.82,15.44,16.92,-8.92,2.62,-6.25,4.63,-1.48,4.88,91.07
"Evan Rodrigues","20-21","PIT","C",35,429.42,45.39,50.79,50.27,51.18,49.38,14.93,17.96,207.24,200.76,270.88,267.98,363.01,346.27,15.63,16.02,-3.03,6.48,2.9,16.74,-0.39,7.2,91.05
"Evan Rodrigues","21-22","PIT","C",82,1084,53.74,57.35,58.06,57.04,58.13,46.31,39.86,660.15,490.86,889.85,642.66,1169.8,881.04,54.97,39.6,6.45,169.29,247.19,288.76,15.37,7.02,91.88
"Evander Kane","19-20","S.J","L",64,954.38,46.04,51.02,50.39,50.2,48.24,37.8,44.31,474.47,455.52,646.99,637.1,872.64,865.73,38.96,41.8,-6.51,18.95,9.89,6.91,-2.84,7.97,90.27
"Evander Kane","20-21","S.J","L",56,837.75,49.56,47.39,47.35,47.94,49.84,43.02,43.79,418.4,464.45,574.01,638.25,763.47,828.93,36.23,36.46,-0.77,-46.05,-64.24,-65.46,-0.23,10.28,90.57
"Evander Kane","21-22","EDM","L",43,698.82,63.63,53.28,52.71,53.41,51.58,40.19,22.97,421.88,370,578.38,518.88,773.69,674.77,35.94,33.74,17.22,51.88,59.5,98.92,2.2,9.53,93.79
"Evgeni Malkin","19-20","PIT","C",55,839.57,56.69,54.35,54.6,53.32,57.48,56.07,42.84,521.3,437.9,687.79,571.89,868.24,760.11,46.7,34.54,13.23,83.4,115.9,108.13,12.16,10.76,90.22
"Evgeni Malkin","20-21","PIT","C",33,465.13,48.26,49.13,51.58,51.74,46.37,19.93,21.37,220.24,228.03,307.89,289.02,414.32,386.38,18.38,21.26,-1.44,-7.79,18.87,27.94,-2.88,9.05,90.63
"Evgeni Malkin","21-22","PIT","C",41,580.02,45,52.43,53.64,54.02,56.29,24.26,29.65,322.27,292.4,442.26,382.26,583.35,496.57,31.36,24.35,-5.39,29.87,60,86.78,7.01,7.53,89.86
"Evgeny Dadonov","19-20","FLA","R",69,913.88,50.59,52.38,50.98,51.76,49.41,49.03,47.88,520.81,473.39,671.55,645.74,873.55,814.08,39.13,40.07,1.15,47.42,25.81,59.47,-0.94,9.41,89.89
"Evgeny Dadonov","20-21","OTT","R",55,679.32,47.57,49.53,50.85,50.43,48.25,27.14,29.91,328.45,334.73,479.76,463.72,637.85,626.99,26.82,28.76,-2.77,-6.28,16.04,10.86,-1.94,8.26,91.06
"Evgeny Dadonov","21-22","VGK","R",78,1022.02,55.1,54.07,53.75,53.58,54.2,51.97,42.35,594.12,504.76,776.85,668.47,1075.27,931.7,49.92,42.19,9.62,89.36,108.38,143.57,7.73,8.75,91.61
