"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Oskar Sundqvist","21-22","DET/STL","C",59,671.05,55.55,43.78,42.08,42.4,39.06,32.57,26.06,284.67,365.58,372.16,512.31,498.31,676.93,20.74,32.36,6.51,-80.91,-140.15,-178.62,-11.62,11.44,92.87
"Otto Koivula","19-20","NYI","L",12,93.62,48.89,45.61,40.41,41.07,31.61,1.98,2.07,38.58,46.01,48.1,70.93,66.28,95.12,2.38,5.15,-0.09,-7.43,-22.83,-28.84,-2.77,5.13,95.5
"Otto Koivula","21-22","NYI","L",8,78.05,35.8,46.45,44.41,44.58,38.21,2.9,5.2,34.88,40.21,45.17,56.55,61.2,76.09,2.22,3.59,-2.3,-5.33,-11.38,-14.89,-1.37,8.31,87.07
"Otto Leskinen","19-20","MTL","D",5,50.98,50.63,39.09,35.59,41.67,52.83,2,1.95,19.37,30.18,23.26,42.09,34.48,48.27,1.68,1.5,0.05,-10.81,-18.83,-13.79,0.18,10.33,93.54
"Owen Power","21-22","BUF","D",8,145.62,55.83,57.65,57.24,57.76,53.46,8.95,7.08,87.21,64.06,111.54,83.31,142.55,104.23,7.33,6.38,1.87,23.15,28.23,38.32,0.95,10.26,88.95
"Owen Tippett","20-21","FLA","R",45,474.3,42.13,53.5,54.65,53.85,55.17,15.02,20.63,285.89,248.47,376.46,312.39,474.15,406.3,20.55,16.7,-5.61,37.42,64.07,67.85,3.85,5.25,91.7
"Owen Tippett","21-22","FLA/PHI","R",63,727.01,49.35,52.88,53.63,53.83,50.04,32.39,33.24,427.69,381.11,564.96,488.42,756.2,648.63,34.86,34.81,-0.85,46.58,76.54,107.57,0.05,7.57,91.28
"P.K. Subban","19-20","N.J","D",68,1203.85,37.36,48.08,47.66,47,46.02,34.53,57.9,609.4,658.14,843.57,926.44,1078.59,1216.28,46.87,54.97,-23.37,-48.74,-82.87,-137.69,-8.1,5.67,91.2
"P.K. Subban","20-21","N.J","D",44,799.07,42.03,48.54,50.16,51.75,48.97,30.07,41.47,393.79,417.43,549.57,545.97,731.04,681.64,31.71,33.05,-11.4,-23.64,3.6,49.4,-1.34,7.64,90.07
"P.K. Subban","21-22","N.J","D",77,1279.65,48.28,49.8,49.71,49.78,50.87,59.85,64.11,689.71,695.28,934.77,945.66,1230.54,1241.58,55.36,53.46,-4.26,-5.57,-10.89,-11.04,1.9,8.68,90.78
"Par Lindholm","19-20","BOS","C",40,375.75,72.78,55.83,52.79,53.07,58.52,10.99,4.11,177.02,140.03,247.41,221.25,329.92,291.75,13.02,9.23,6.88,36.99,26.16,38.17,3.79,6.21,97.06
"Parker Kelly","21-22","OTT","C/L",41,391.05,43.54,43.09,44.91,44.04,42.99,13.95,18.09,152.59,201.55,222,272.35,297.56,378.17,12.94,17.16,-4.14,-48.96,-50.35,-80.61,-4.22,9.14,91.02
"Patric Hornqvist","19-20","PIT","R",52,636.37,62.98,49.08,49.35,48.09,50.71,28.62,16.82,315.01,326.86,422.35,433.56,535.14,577.75,24.65,23.96,11.8,-11.85,-11.21,-42.61,0.69,9.09,94.85
"Patric Hornqvist","20-21","FLA","R",44,539.82,49.95,55.5,54.98,54.92,50.63,24.87,24.92,298.8,239.58,383.98,314.38,498.14,408.81,20.03,19.53,-0.05,59.22,69.6,89.33,0.5,8.32,89.6
"Patric Hornqvist","21-22","FLA","R",65,666.58,48.09,56.78,57.21,57.05,59.8,29.76,32.12,432.45,329.18,587.24,439.17,790.32,595.06,37.57,25.26,-2.36,103.27,148.07,195.26,12.31,6.88,90.24
"Patrice Bergeron","19-20","BOS","C",61,772.05,62.89,57.93,56.73,57.11,57.7,48.52,28.63,459.18,333.43,616.96,470.56,825.17,619.83,34.6,25.37,19.89,125.75,146.4,205.34,9.23,10.57,91.41
"Patrice Bergeron","20-21","BOS","C",54,679.07,64.54,65.01,63.73,62.89,59.15,46.88,25.76,461.66,248.5,615.93,350.53,774.11,456.7,30.07,20.77,21.12,213.16,265.4,317.41,9.3,10.15,89.63
"Patrice Bergeron","21-22","BOS","C",73,922.73,65.57,67.28,66.59,65.85,68.75,51.23,26.9,747,363.32,950.54,476.86,1187.88,616.15,52.74,23.97,24.33,383.68,473.68,571.73,28.77,6.86,92.6
"Patrick Brown","21-22","PHI","C",44,461.12,34.22,45.91,44.29,42.26,39.4,14.08,27.06,211.75,249.44,283.05,355.97,366.29,500.5,14.48,22.27,-12.98,-37.69,-72.92,-134.21,-7.79,6.65,89.15
"Patrick Kane","19-20","CHI","R",70,1183.6,58.13,45.88,46.52,46.99,44.63,64.54,46.48,612.3,722.33,799.26,918.89,1080.43,1218.69,49.62,61.57,18.06,-110.03,-119.63,-138.26,-11.95,10.54,93.57
"Patrick Kane","20-21","CHI","R",56,986.18,47.56,44.67,43.38,44.29,42.55,49.53,54.62,475.69,589.28,602.84,786.76,821.41,1033.31,37.71,50.91,-5.09,-113.59,-183.92,-211.9,-13.2,10.41,90.73
"Patrick Kane","21-22","CHI","R",78,1356.43,47.77,49.04,48.33,47.72,45.86,67.92,74.25,698.94,726.3,909.11,972.13,1211.01,1326.62,50.07,59.11,-6.33,-27.36,-63.02,-115.61,-9.04,9.72,89.78
"Patrick Marleau","19-20","PIT/S.J","C",66,895.9,47.41,49.33,49.73,49.61,48.41,39.92,44.29,447.76,459.87,605.48,612.14,810.99,823.82,37.99,40.48,-4.37,-12.11,-6.66,-12.83,-2.49,8.92,90.37
"Patrick Marleau","20-21","S.J","C",56,637.58,38.44,46.16,46.5,46.94,47.89,16.28,26.07,279.04,325.53,387.71,446.15,528.79,597.76,24.9,27.09,-9.79,-46.49,-58.44,-68.97,-2.19,5.83,91.99
"Patrick Maroon","19-20","T.B","L",64,682.27,57.49,49.27,51.43,51.82,54.57,28.81,21.3,331.88,341.73,464.68,438.81,623.44,579.76,26.27,21.87,7.51,-9.85,25.87,43.68,4.4,8.68,93.77
"Patrick Maroon","20-21","T.B","L",55,539.12,54.72,46.8,46.88,47.38,47.19,24,19.86,216.05,245.62,304.91,345.45,412.66,458.21,18.25,20.42,4.14,-29.57,-40.54,-45.55,-2.17,11.11,91.91
"Patrick Maroon","21-22","T.B","L",81,889.15,66.2,51.57,51.41,51.96,55.07,37.28,19.03,427.13,401.06,589.9,557.64,765.84,708.2,39.29,32.06,18.25,26.07,32.26,57.64,7.23,8.73,95.26
"Patrick Russell","19-20","EDM","R",45,469.18,28.98,47.81,47.97,47.07,51.24,8.14,19.95,193.69,211.46,280.04,303.77,378.85,426.08,16.14,15.36,-11.81,-17.77,-23.73,-47.23,0.78,4.2,90.57
"Patrick Russell","20-21","EDM","R",8,84.82,50.34,56.02,56.23,51.86,53.14,2.99,2.95,39.53,31.03,54.55,42.47,69.44,64.46,2.79,2.46,0.04,8.5,12.08,4.98,0.33,7.56,90.49
"Patrik Laine","19-20","WPG","R",68,1057.75,53.2,45.47,45.01,46.2,42.01,56.41,49.62,522.13,626.22,716.27,875.17,934.59,1088.49,40.52,55.93,6.79,-104.09,-158.9,-153.9,-15.41,10.8,92.08
"Patrik Laine","20-21","CBJ/WPG","R",46,673.31,33.41,42.77,41.83,41.02,38.85,23.73,47.3,306.41,410,393.39,547,497.29,715.12,20.27,31.91,-23.57,-103.59,-153.61,-217.83,-11.64,7.74,88.46
"Patrik Laine","21-22","CBJ","L/R",56,834.48,52.52,44.4,44.6,45.73,40.85,47.97,43.37,425.53,532.91,570.16,708.32,745.6,884.79,31.94,46.24,4.6,-107.38,-138.16,-139.19,-14.3,11.27,91.86
"Patrik Nemeth","19-20","DET","D",64,1155.27,40.48,47.35,47.69,47.42,47.78,31.57,46.41,524.12,582.88,716.44,786,938.87,1040.87,41.18,45.01,-14.84,-58.76,-69.56,-102,-3.83,6.02,92.04
"Patrik Nemeth","20-21","COL/DET","D",52,798.97,54.19,48.86,49.33,49.67,51.9,29.04,24.55,375.37,392.89,499.55,513.21,661.98,670.85,30.73,28.48,4.49,-17.52,-13.66,-8.87,2.25,7.74,93.75
"Patrik Nemeth","21-22","NYR","D",63,928.15,41.3,41.16,41.14,41.27,39.98,28.31,40.23,354.9,507.35,489.51,700.47,654.22,931.06,27.61,41.45,-11.92,-152.45,-210.96,-276.84,-13.84,7.98,92.07
"Paul Byron","19-20","MTL","L",29,351.97,59.22,52.13,52.83,55.04,52.74,14.19,9.77,189.8,174.29,259.88,232.08,374.35,305.85,16.08,14.41,4.42,15.51,27.8,68.5,1.67,7.48,94.39
"Paul Byron","20-21","MTL","L",46,509.98,52.69,49.96,48.89,49.62,47.89,15.77,14.16,224.87,225.27,308.24,322.23,422.01,428.52,14.96,16.28,1.61,-0.4,-13.99,-6.51,-1.32,7.01,93.71
"Paul Byron","21-22","MTL","L",27,290.4,29.77,42.21,39.62,41.91,38.61,6.59,15.55,126.07,172.62,159.84,243.57,227.98,315.95,9.49,15.09,-8.96,-46.55,-83.73,-87.97,-5.6,5.23,90.99
"Paul Cotter","21-22","VGK","C",7,61.22,58.63,43.6,48.47,46.02,48.46,2.92,2.06,25.94,33.55,37.57,39.94,52.17,61.19,2.21,2.35,0.86,-7.61,-2.37,-9.02,-0.14,11.26,93.86
"Paul Stastny","19-20","VGK","C",71,950.85,51.13,57.25,56.48,56.61,56.7,38.83,37.11,550.16,410.79,752.93,580.23,1013.37,776.87,45.7,34.9,1.72,139.37,172.7,236.5,10.8,7.06,90.97
"Paul Stastny","20-21","WPG","C",56,771.83,53.37,52.26,49.9,50.31,50.72,31.2,27.26,395.19,361.07,517.02,519.15,698.3,689.59,34.16,33.19,3.94,34.12,-2.13,8.71,0.97,7.89,92.45
"Paul Stastny","21-22","WPG","C",71,1008.33,56.88,53.49,53.12,53.08,52.08,54.05,40.97,565.19,491.5,769.58,679.15,1000.36,884.24,50.32,46.3,13.08,73.69,90.43,116.12,4.02,9.56,91.66
"Pavel Buchnevich","19-20","NYR","L",68,962.45,54.32,53.28,51.83,50.88,52.83,56.02,47.11,535.81,469.84,731.22,679.53,951.3,918.29,47.16,42.11,8.91,65.97,51.69,33.01,5.05,10.46,89.97
"Pavel Buchnevich","20-21","NYR","L",54,734.35,56.51,47.55,47.81,47.6,50.04,40.3,31.01,339.25,374.18,474.13,517.47,619.32,681.76,28.5,28.46,9.29,-34.93,-43.34,-62.44,0.04,11.88,91.71
"Pavel Buchnevich","21-22","STL","L",73,1015.13,62.77,52.75,52.21,52.43,53.56,67.54,40.06,577.78,517.5,783.73,717.25,984.98,893.83,50.64,43.91,27.48,60.28,66.48,91.15,6.73,11.69,92.26
"Pavel Zacha","19-20","N.J","C",65,803.32,40.12,44.11,44.3,43.25,42.8,33.14,49.47,378.82,479.97,517.64,650.86,662.09,868.73,30.3,40.49,-16.33,-101.15,-133.22,-206.64,-10.19,8.75,89.69
"Pavel Zacha","20-21","N.J","C",50,630.67,40.74,46.49,46.96,48.35,48.02,25.11,36.53,301.38,346.95,425.31,480.31,562.56,601.02,24.75,26.79,-11.42,-45.57,-55,-38.46,-2.04,8.33,89.47
"Pavel Zacha","21-22","N.J","C",70,968.78,44.73,51.91,52.28,52.38,52,41.79,51.63,527.55,488.78,736.74,672.61,969.16,881.16,42.56,39.28,-9.84,38.77,64.13,88,3.28,7.92,89.44
"Petteri Lindbohm","21-22","FLA","D",9,123.35,52.92,48.75,53.78,54.38,52.62,5.34,4.75,67.72,71.18,99.52,85.53,141.83,118.97,6.23,5.61,0.59,-3.46,13.99,22.86,0.62,7.89,93.33
"Peyton Krebs","21-22","BUF/VGK","C",57,693.99,32.03,44.1,44.11,45.78,38.75,20.86,44.27,314.8,399.01,420.2,532.39,557.44,660.12,21.97,34.73,-23.41,-84.21,-112.19,-102.68,-12.76,6.63,88.91
"Phil Kessel","19-20","ARI","C",70,940.98,39.88,47.62,48.3,49.61,48.15,25.83,38.94,467.39,514.1,661.43,707.86,886.5,900.39,34.4,37.05,-13.11,-46.71,-46.43,-13.89,-2.65,5.53,92.43
"Phil Kessel","20-21","ARI","C",56,760.23,43.85,45.81,44.9,46.21,43.31,27.96,35.81,335.73,397.19,456.88,560.64,626.51,729.3,26.69,34.93,-7.85,-61.46,-103.76,-102.79,-8.24,8.33,90.98
"Phil Kessel","21-22","ARI","C/R",82,1109.2,41.62,42.42,42.73,42.56,41.77,51.74,72.58,501.64,681.04,686.03,919.64,888.94,1199.96,42.1,58.68,-20.84,-179.4,-233.61,-311.02,-16.58,10.31,89.34
"Philip Broberg","21-22","EDM","D",23,281.55,36.85,51.89,51.72,52.87,46.48,9.92,17,143.83,133.34,198.12,184.97,249.75,222.64,10.63,12.24,-7.08,10.49,13.15,27.11,-1.61,6.9,87.25
"Philip Tomasino","21-22","NSH","C",76,769,51.41,51.93,53.15,51.37,53.81,33.47,31.63,386.68,357.94,544.62,480.05,685.91,649.38,29.77,25.55,1.84,28.74,64.57,36.53,4.22,8.66,91.16
"Philipp Kurashev","20-21","CHI","C",54,625.25,42.35,42.65,43.16,44.95,41.84,20.76,28.26,276.14,371.33,347.73,457.87,489,598.97,20.09,27.93,-7.5,-95.19,-110.14,-109.97,-7.84,7.52,92.39
"Philipp Kurashev","21-22","CHI","C",67,768.83,37.28,44.43,43.6,43.06,43.82,21.61,36.36,324.72,406.11,427.7,553.18,581.56,769.03,25.76,33.02,-14.75,-81.39,-125.48,-187.47,-7.26,6.65,91.05
"Philippe Myers","19-20","PHI","D",50,825.95,60.96,50.94,51.46,52.13,51.5,48.24,30.89,401,386.25,569,536.8,757.71,695.77,33.02,31.1,17.35,14.75,32.2,61.94,1.92,12.03,92
"Philippe Myers","20-21","PHI","D",44,750.93,41.17,51.67,51.45,52.26,50.67,31.58,45.12,385.37,360.49,525.25,495.62,701.02,640.38,29.25,28.48,-13.54,24.88,29.63,60.64,0.77,8.19,87.48
"Philippe Myers","21-22","NSH","D",27,370.68,59.75,45.94,48.45,49.16,45.91,14.43,9.72,149.84,176.35,231.07,245.87,311.26,321.92,12.23,14.41,4.71,-26.51,-14.8,-10.66,-2.18,9.63,94.49
"Phillip Danault","19-20","MTL","L",71,1013.25,60.46,59.57,59.02,59.6,60.52,61.25,40.05,676.32,459,917.33,637.05,1230.45,834.03,56.32,36.74,21.2,217.32,280.28,396.42,19.58,9.06,91.27
"Phillip Danault","20-21","MTL","L",53,734.22,56.48,58.49,58.03,58.06,57.45,32.37,24.94,415.55,294.91,592.09,428.16,812.74,587.01,32.08,23.76,7.43,120.64,163.93,225.73,8.32,7.79,91.54
"Phillip Danault","21-22","L.A","C/L",79,1095.85,56.44,58.23,58.63,56.77,55.86,56.12,43.32,724.38,519.53,1003.94,708.4,1267.84,965.53,62.2,49.15,12.8,204.85,295.54,302.31,13.05,7.75,91.66
"Phillip Di Giuseppe","19-20","NYR","L",20,218.32,44.21,55.52,51.02,48.97,49.64,8.01,10.11,126.27,101.16,156.85,150.55,209.89,218.75,7.58,7.69,-2.1,25.11,6.3,-8.86,-0.11,6.34,90.01
"Phillip Di Giuseppe","20-21","NYR","L",31,331.03,57.4,53.42,49.72,49.65,44.85,10.86,8.06,154.34,134.58,201.52,203.79,278.03,281.97,9.79,12.04,2.8,19.76,-2.27,-3.94,-2.25,7.04,94.01
"Pierre Engvall","19-20","TOR","L",48,504.17,51.45,50.97,51.68,52.83,51.79,20.01,18.88,252.42,242.85,352.83,329.92,474.38,423.53,19.56,18.21,1.13,9.57,22.91,50.85,1.35,7.93,92.23
"Pierre Engvall","20-21","TOR","L",42,469.8,54.09,53.17,51.84,50.88,53.33,20.04,17.01,249.88,220.12,336.75,312.88,425.08,410.42,19.22,16.82,3.03,29.76,23.87,14.66,2.4,8.02,92.27
"Pierre Engvall","21-22","TOR","L",78,903.23,56.83,55.17,54.88,55.6,55.84,33.36,25.34,510.22,414.61,686.12,564.13,901.59,720.07,40.13,31.73,8.02,95.61,121.99,181.52,8.4,6.54,93.89
"Pierre-Edouard Bellemare","19-20","COL","L",69,757.07,50.09,55.64,54.74,54.98,53.68,26.07,25.98,408.57,325.72,546.46,451.91,761.43,623.56,29.25,25.24,0.09,82.85,94.55,137.87,4.01,6.38,92.02
"Pierre-Edouard Bellemare","20-21","COL","L",53,472.17,53.18,56.87,56.47,56.73,63.93,12.21,10.75,224.55,170.27,310.95,239.71,443.24,338.1,18.49,10.43,1.46,54.28,71.24,105.14,8.06,5.44,93.69
"Pierre-Edouard Bellemare","21-22","T.B","L",80,881.6,68.64,49.98,49.82,49.65,55.75,37.58,17.17,395.71,396.02,552.11,556.16,719.92,729.95,37.62,29.86,20.41,-0.31,-4.05,-10.03,7.76,9.5,95.66
"Pierre-Luc Dubois","19-20","CBJ","L",70,1020.6,51.17,51.73,51.95,50.47,52.46,45.44,43.37,555.4,518.17,758.02,701.01,978.5,960.45,42.8,38.78,2.07,37.23,57.01,18.05,4.02,8.18,91.63
"Pierre-Luc Dubois","20-21","CBJ/WPG","L",46,605.2,46.24,52.72,50.76,49.95,47.06,23.44,27.25,309.2,277.29,406.61,394.37,536.68,537.81,22.69,25.53,-3.81,31.91,12.24,-1.13,-2.84,7.58,90.17
"Pierre-Luc Dubois","21-22","WPG","L",81,1226.55,53.12,50.76,51.22,51.3,51.73,56.15,49.55,697.89,676.95,966.6,920.51,1256.33,1192.52,62.56,58.37,6.6,20.94,46.09,63.81,4.19,8.05,92.68
"Pierre-Olivier Joseph","20-21","PIT","D",16,250.95,52.89,53.63,53.17,50.77,47.04,10.08,8.98,132.61,114.67,181.47,159.8,226.59,219.71,9.93,11.18,1.1,17.94,21.67,6.88,-1.25,7.6,92.17
"Pierre-Olivier Joseph","21-22","PIT","D",4,68.87,38.34,59.1,60.98,56.78,61.13,1.89,3.04,44.75,30.97,54.69,35,72.34,55.07,3.68,2.34,-1.15,13.78,19.69,17.27,1.34,4.22,90.18
"Pius Suter","20-21","CHI","C",55,783.83,46.92,47.42,46.18,46.61,47.6,36.55,41.35,390.62,433.18,481.38,561.01,653.1,748.11,32.19,35.43,-4.8,-42.56,-79.63,-95.01,-3.24,9.36,90.45
"Pius Suter","21-22","DET","C",82,1105.42,44.05,45.44,44.87,46.08,47.65,41.66,52.92,547.61,657.62,713.42,876.65,952.5,1114.41,48.68,53.49,-11.26,-110.01,-163.23,-161.91,-4.81,7.61,91.95
"Quinn Hughes","19-20","VAN","D",68,1186.17,50.87,50.69,51.87,52.48,51.7,57.73,55.75,610.3,593.78,868.48,805.76,1153.06,1044.11,53.38,49.87,1.98,16.52,62.72,108.95,3.51,9.46,90.61
"Quinn Hughes","20-21","VAN","D",56,1029.53,41.78,46.83,47.48,48.07,43.2,38.88,54.19,480.71,545.87,663.56,733.89,896.35,968.28,37.05,48.72,-15.31,-65.16,-70.33,-71.93,-11.67,8.09,90.07
"Quinn Hughes","21-22","VAN","D",76,1516.58,54.04,52.29,51.98,52.23,49.34,66.7,56.72,793.68,724.18,1084.67,1001.98,1471.4,1345.74,65.15,66.89,9.98,69.5,82.69,125.66,-1.74,8.4,92.17
"Quinton Byfield","20-21","L.A","C",6,77.5,50.25,51.29,43.35,43.8,47.12,2.02,2,37.45,35.57,44.4,58.02,56.72,72.77,2.37,2.66,0.02,1.88,-13.62,-16.05,-0.29,5.39,94.38
"Quinton Byfield","21-22","L.A","C",40,459.28,42.11,47.73,50.34,49.52,49.43,13.03,17.91,199,217.89,296.57,292.61,379.11,386.43,16.84,17.23,-4.88,-18.89,3.96,-7.32,-0.39,6.55,91.78
"Radek Faksa","19-20","DAL","C",66,829.32,46.64,48.81,47.56,48.03,51.07,26.89,30.77,388.09,407.06,517.48,570.57,705.89,763.65,31.7,30.37,-3.88,-18.97,-53.09,-57.76,1.33,6.93,92.44
"Radek Faksa","20-21","DAL","C",55,749.77,38.38,47.72,46.88,47.36,44.72,18.12,29.09,324.23,355.17,442.93,501.79,616.82,685.52,23.07,28.52,-10.97,-30.94,-58.86,-68.7,-5.45,5.59,91.81
"Radek Faksa","21-22","DAL","C",77,1032.77,33.13,44.45,45.4,44.65,44.65,19.79,39.95,381.29,476.47,561.14,674.91,748.35,927.63,32.95,40.85,-20.16,-95.18,-113.77,-179.28,-7.9,5.19,91.62
"Radim Simek","19-20","S.J","D",48,731.37,38.47,46.35,46.63,47.51,45.57,21.87,34.98,347.07,401.71,473.37,541.71,651.77,720.18,27.36,32.68,-13.11,-54.64,-68.34,-68.41,-5.32,6.3,91.29
"Radim Simek","20-21","S.J","D",40,509.72,39.7,49.26,50.89,48.54,52.57,17.26,26.22,232.26,239.27,354.18,341.74,446.79,473.75,20.97,18.92,-8.96,-7.01,12.44,-26.96,2.05,7.43,89.04
"Radim Simek","21-22","S.J","D",36,463.83,30.47,46.69,46.08,44.87,48.08,10.05,22.93,188.53,215.3,254.49,297.84,347.17,426.54,15.19,16.4,-12.88,-26.77,-43.35,-79.37,-1.21,5.33,89.35
"Radim Zohorna","20-21","PIT","L",8,64.07,79.34,54.81,54.75,52.99,50.33,7.22,1.88,32.41,26.72,44.16,36.5,54.21,48.1,2.3,2.27,5.34,5.69,7.66,6.11,0.03,22.28,92.96
"Radim Zohorna","21-22","PIT","L",17,166.3,92.88,57.2,55.01,58.41,62.26,13.18,1.01,89.41,66.91,119.36,97.6,158.72,113,6.5,3.94,12.17,22.5,21.76,45.72,2.56,14.74,98.49
"Radko Gudas","19-20","WSH","D",63,865.37,54.56,50.88,50.52,51.55,50.2,46.86,39.02,441.64,426.43,608.63,596.2,826.26,776.54,37.53,37.23,7.84,15.21,12.43,49.72,0.3,10.61,90.85
"Radko Gudas","20-21","FLA","D",54,823.97,52.43,54.57,54.23,53.42,53.7,35.82,32.5,490.76,408.52,629.12,530.88,804.19,701.22,35.22,30.37,3.32,82.24,98.24,102.97,4.85,7.3,92.04
"Radko Gudas","21-22","FLA","D",77,1204.82,57.94,56.05,55.91,56.12,56.81,62.31,45.23,697.84,547.22,932.03,735.12,1267.15,990.73,63.74,48.46,17.08,150.62,196.91,276.42,15.28,8.93,91.73
"Rasmus Andersson","19-20","CGY","D",70,1196.08,47.58,51.33,50.85,51.04,53.67,42.13,46.42,639.83,606.72,883.72,854.08,1146.76,1100.14,50.44,43.54,-4.29,33.11,29.64,46.62,6.9,6.58,92.35
"Rasmus Andersson","20-21","CGY","D",56,948.13,46.9,48.51,48.74,50.13,46.71,38.08,43.12,447.36,474.86,634.1,666.83,860.71,856.4,35.25,40.21,-5.04,-27.5,-32.73,4.31,-4.96,8.51,90.92
"Rasmus Andersson","21-22","CGY","D",82,1434.25,58.6,56.86,56.17,56.13,56.3,78.19,55.25,909.63,690.25,1229.77,959.76,1567.38,1225.04,73.06,56.72,22.94,219.38,270.01,342.34,16.34,8.6,92
"Rasmus Asplund","19-20","BUF","C",29,259.2,38.65,45.73,46.75,47.58,48.42,7,11.11,116.18,137.88,160.89,183.29,201.04,221.5,9.96,10.61,-4.11,-21.7,-22.4,-20.46,-0.65,6.03,91.94
"Rasmus Asplund","20-21","BUF","C",28,334.28,44.37,43.54,41.84,42.45,47.29,11,13.79,160.88,208.66,198,275.18,241.78,327.8,13.02,14.51,-2.79,-47.78,-77.18,-86.02,-1.49,6.84,93.39
"Rasmus Asplund","21-22","BUF","C",80,988.43,44.45,52.61,52.66,52.55,51.36,34.72,43.39,505.79,455.6,680.85,612.06,872.68,788.06,36.3,34.38,-8.67,50.19,68.79,84.62,1.92,6.86,90.48
"Rasmus Dahlin","19-20","BUF","D",59,903.43,54.69,47.84,49.07,50.38,46.83,37.14,30.77,437.25,476.69,616.51,639.92,818.27,805.95,31.93,36.26,6.37,-39.44,-23.41,12.32,-4.33,8.49,93.55
"Rasmus Dahlin","20-21","BUF","D",56,1004.98,35.46,47.22,46.55,47.21,46.56,28.87,52.55,481.21,537.9,644.49,739.92,820.62,917.44,37.94,43.55,-23.68,-56.69,-95.43,-96.82,-5.61,6,90.23
"Rasmus Dahlin","21-22","BUF","D",80,1568.25,44.42,48.38,47.81,49.19,45.59,60.88,76.18,781.77,834.21,1040.51,1136.01,1340.25,1384.26,59.17,70.61,-15.3,-52.44,-95.5,-44.01,-11.44,7.79,90.87
"Rasmus Kupari","20-21","L.A","C",7,74.12,13.39,42.64,44.72,48.22,37.45,0.94,6.08,25.87,34.8,39.95,49.39,54.04,58.02,2,3.34,-5.14,-8.93,-9.44,-3.98,-1.34,3.63,82.53
"Rasmus Kupari","21-22","L.A","C",57,608.6,43.05,47.09,46.43,45.69,46.33,15.99,21.15,263.41,295.97,370.58,427.49,468.82,557.16,20.92,24.23,-5.16,-32.56,-56.91,-88.34,-3.31,6.07,92.85
"Rasmus Ristolainen","19-20","BUF","D",69,1208.38,48.44,45.27,45.43,45.98,45.7,50.11,53.34,520.33,629.06,726.13,872.27,934.81,1098.38,39.6,47.05,-3.23,-108.73,-146.14,-163.57,-7.45,9.63,91.52
"Rasmus Ristolainen","20-21","BUF","D",49,869.15,34.49,38.76,40.91,42.08,43.13,24.81,47.12,333.78,527.47,484.42,699.64,624.49,859.62,29.02,38.27,-22.31,-193.69,-215.22,-235.13,-9.25,7.43,91.07
"Rasmus Ristolainen","21-22","PHI","D",66,1221.8,48.17,46.29,45.92,44.96,46.66,55.3,59.49,621.44,721.08,842.05,991.58,1080.98,1323.46,51.49,58.87,-4.19,-99.64,-149.53,-242.48,-7.38,8.9,91.75
"Rasmus Sandin","19-20","TOR","D",28,370.83,41.43,50.84,51.97,55.04,48.4,14.76,20.87,194.22,187.81,272.47,251.85,379.64,310.14,16.03,17.09,-6.11,6.41,20.62,69.5,-1.06,7.6,88.89
"Rasmus Sandin","20-21","TOR","D",9,114.52,81.74,58.67,56.44,57.24,59.91,9.04,2.02,67.68,47.68,84.71,65.38,110.11,82.27,5.41,3.62,7.02,20,19.33,27.84,1.79,13.36,95.76
"Rasmus Sandin","21-22","TOR","D",51,787.67,56.87,54.1,55.17,55.97,59.64,40.79,30.93,465.86,395.32,635.55,516.35,858.68,675.46,42.36,28.67,9.86,70.54,119.2,183.22,13.69,8.76,92.18
"Reese Johnson","21-22","CHI","C",37,345.42,24.13,35.41,37.73,37.93,37.11,5.95,18.71,115.76,211.19,167.89,277.11,229.99,376.43,8.25,13.98,-12.76,-95.43,-109.22,-146.44,-5.73,5.14,91.14
"Reilly Smith","19-20","VGK","R",71,969.45,54.37,52.07,52.78,53.66,54.68,50.17,42.11,539.19,496.4,737.52,659.71,994.03,858.55,46.98,38.94,8.06,42.79,77.81,135.48,8.04,9.3,91.52
"Reilly Smith","20-21","VGK","R",53,709.13,55.92,54.92,55.36,56.73,52.94,28.98,22.84,388.65,319.02,549.49,443.14,777.7,593.13,34.85,30.98,6.14,69.63,106.35,184.57,3.87,7.46,92.84
"Reilly Smith","21-22","VGK","R",56,762.47,51.45,57.96,56.54,54.92,52.97,35.03,33.06,477.22,346.11,640.61,492.38,837.24,687.29,39.2,34.81,1.97,131.11,148.23,149.95,4.39,7.34,90.45
"Rem Pitlick","20-21","NSH","C",10,104.65,81.05,56.98,58.23,54.51,58.43,4.02,0.94,50.63,38.23,70.54,50.59,82.44,68.81,4.02,2.86,3.08,12.4,19.95,13.63,1.16,7.94,97.54
"Rem Pitlick","21-22","MIN/MTL","C",66,824.45,50.27,42.77,42.21,42.49,43.16,45.89,45.39,380.65,509.43,493.95,676.33,646.77,875.3,33.09,43.58,0.5,-128.78,-182.38,-228.53,-10.49,12.06,91.09
"Rhett Gardner","19-20","DAL","C",8,69.82,35.45,44.69,48.3,47.66,56.19,1.06,1.93,24.05,29.77,41,43.89,50.81,55.81,2.54,1.98,-0.87,-5.72,-2.89,-5,0.56,4.41,93.52
