"Player","Season","Team","Position","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Ryan Ellis","21-22","PHI","D",4,91.22,1,1,3,5,6,8,13,0.19,16.67,12.5,2.38,6,5,2,1,4,0,0,0,0,0,0,0,0
"Ryan Getzlaf","19-20","ANA","C",69,1291.33,13,15,14,42,144,212,272,12.86,9.03,6.13,6.07,69,76,53,125,47,24,21,2,2,-3,530,504,26
"Ryan Getzlaf","20-21","ANA","C",48,795.55,5,6,6,17,70,100,133,8.51,7.14,5,8.51,46,40,24,66,27,9,8,3,3,-1,350,326,24
"Ryan Getzlaf","21-22","ANA","C",56,1061.65,3,20,14,37,104,148,192,9.31,2.88,2.03,6.29,56,67,35,89,48,13,9,1,1,-4,546,479,67
"Ryan Graves","19-20","COL","D",69,1306.8,9,6,11,26,134,180,262,7.07,6.72,5,3.93,150,40,19,112,81,21,6,1,1,-15,0,0,0
"Ryan Graves","20-21","COL","D",54,1029.02,2,6,7,15,101,144,226,3.77,1.98,1.39,2.62,91,24,18,77,62,15,2,1,1,-13,0,0,0
"Ryan Graves","21-22","N.J","D",75,1553.43,6,14,8,28,111,162,241,5.3,5.41,3.7,3.27,135,51,27,90,112,13,18,0,0,5,0,0,0
"Ryan Hartman","19-20","MIN","R",69,845.63,9,7,4,20,114,148,189,9.38,7.89,6.08,6.34,54,14,34,44,51,22,22,3,2,-1,83,69,14
"Ryan Hartman","20-21","MIN","R",51,768.63,7,8,7,22,74,115,138,7.81,9.46,6.09,6.79,33,29,21,55,37,14,9,1,1,-5,198,279,-81
"Ryan Hartman","21-22","MIN","R",82,1489.93,34,21,10,65,239,341,421,26.38,14.23,9.97,7.74,48,30,35,72,88,35,31,3,3,-4,512,632,-120
"Ryan Johansen","19-20","NSH","C",68,1159.28,14,8,14,36,101,137,158,13.11,13.86,10.22,9.57,34,24,38,39,51,15,6,1,0,-10,549,483,66
"Ryan Johansen","20-21","NSH","C",48,813.23,7,7,8,22,67,87,105,8.46,10.45,8.05,9.72,16,20,13,43,27,11,6,0,0,-5,424,398,26
"Ryan Johansen","21-22","NSH","C",79,1308.53,26,14,23,63,118,153,182,12.91,22.03,16.99,8.44,35,45,39,72,43,24,9,1,1,-15,691,622,69
"Ryan Lindgren","19-20","NYR","D",60,993.23,1,5,8,14,47,61,92,2.26,2.13,1.64,3.7,70,25,28,94,113,21,24,1,1,3,0,0,0
"Ryan Lindgren","20-21","NYR","D",51,1019.73,1,5,10,16,65,89,129,2.94,1.54,1.12,3.3,50,25,19,98,118,15,15,1,1,0,0,0,0
"Ryan Lindgren","21-22","NYR","D",78,1567.83,4,6,5,15,73,100,154,4.12,5.48,4,4.12,141,32,19,129,145,24,15,0,1,-8,0,0,0
"Ryan Lomberg","20-21","FLA","L",34,330.22,2,2,0,4,47,63,68,5.04,4.26,3.17,8,10,2,8,90,28,11,8,5,5,-3,0,1,-1
"Ryan Lomberg","21-22","FLA","L",55,627.82,9,4,5,18,91,123,162,9.07,9.89,7.32,7.37,7,9,18,117,71,16,24,4,3,7,1,6,-5
"Ryan MacInnis","19-20","CBJ","C",10,93.52,0,0,1,1,13,14,15,0.82,0,0,5.86,3,2,3,8,11,0,1,0,0,1,10,17,-7
"Ryan MacInnis","20-21","CBJ","C",16,159.58,0,0,0,0,14,16,23,0.66,0,0,4.12,3,5,3,19,22,0,1,0,0,1,28,31,-3
"Ryan McDonagh","19-20","T.B","D",50,1035.27,1,7,4,12,50,84,134,2.25,2,1.19,2.68,101,32,25,36,41,7,9,1,1,2,0,0,0
"Ryan McDonagh","20-21","T.B","D",50,1094.08,4,5,3,12,85,114,160,4.54,4.71,3.51,3.98,96,20,10,69,44,7,3,0,0,-4,0,0,0
"Ryan McDonagh","21-22","T.B","D",71,1593.23,4,9,13,26,85,131,180,5.37,4.71,3.05,4.1,137,24,26,96,89,8,7,0,0,-1,0,1,-1
"Ryan McLeod","20-21","EDM","C",10,127.88,0,1,0,1,3,7,12,0.28,0,0,4,5,6,1,3,20,0,1,0,0,1,41,40,1
"Ryan McLeod","21-22","EDM","C",71,905.93,9,8,4,21,82,111,143,8.3,10.98,8.11,7.48,25,41,39,28,92,6,9,0,0,3,248,277,-29
"Ryan Merkley","21-22","S.J","D",39,599.73,1,4,1,6,36,44,85,0.93,2.78,2.27,2.11,22,28,13,12,32,4,7,0,0,3,0,0,0
"Ryan Murray","19-20","CBJ","D",27,538.8,2,4,3,9,32,40,64,1.77,6.25,5,4.42,50,15,6,12,27,2,3,0,0,1,0,0,0
"Ryan Murray","20-21","N.J","D",48,893.38,0,4,10,14,29,45,67,1.25,0,0,2.78,73,22,11,38,54,4,0,0,0,-4,0,0,0
"Ryan Murray","21-22","COL","D",37,521.23,0,1,3,4,26,33,45,1.14,0,0,3.45,41,8,4,32,29,1,3,0,0,2,0,0,0
"Ryan Nugent-Hopkins","19-20","EDM","C",65,1330.33,22,22,17,61,172,228,304,18.91,12.79,9.65,8.29,44,39,54,33,65,14,9,1,1,-5,205,199,6
"Ryan Nugent-Hopkins","20-21","EDM","C",52,1080.08,16,10,9,35,135,190,243,17.2,11.85,8.42,9.05,29,33,22,26,56,11,11,0,0,0,73,87,-14
"Ryan Nugent-Hopkins","21-22","EDM","C",63,1217.05,11,22,17,50,154,184,231,15.98,7.14,5.98,8.68,34,34,43,42,64,8,9,0,0,1,178,259,-81
"Ryan O'Reilly","19-20","STL","C",71,1460.75,12,27,22,61,118,155,183,15.61,10.17,7.74,10.07,42,22,69,16,43,5,11,0,0,6,880,676,204
"Ryan O'Reilly","20-21","STL","C",56,1161.93,24,14,16,54,129,161,185,13.35,18.6,14.91,8.29,26,24,43,24,38,9,9,0,0,0,703,493,210
"Ryan O'Reilly","21-22","STL","C",78,1487.33,21,24,13,58,168,215,252,21.97,12.5,9.77,10.22,38,26,50,20,65,6,25,0,0,19,900,685,215
"Ryan Poehling","19-20","MTL","C",27,279.22,1,1,0,2,26,34,44,3.33,3.85,2.94,9.79,10,8,7,38,40,2,1,0,0,-1,3,12,-9
"Ryan Poehling","21-22","MTL","C",57,695.02,9,5,3,17,92,115,138,10.13,9.78,7.83,8.81,27,24,21,40,53,3,8,0,0,5,227,262,-35
"Ryan Pulock","19-20","NYI","D",68,1523.73,10,12,13,35,163,215,315,6.37,6.13,4.65,2.96,139,64,15,110,101,7,4,0,0,-3,0,0,0
"Ryan Pulock","20-21","NYI","D",56,1256.67,2,10,5,17,121,158,234,5.04,1.65,1.27,3.19,106,32,9,97,99,4,4,0,0,0,0,0,0
"Ryan Pulock","21-22","NYI","D",56,1184.07,5,7,9,21,122,159,226,4.92,4.1,3.14,3.09,130,33,15,86,81,1,5,0,0,4,0,0,0
"Ryan Reaves","19-20","VGK","R",71,720.12,8,4,3,15,61,83,99,7.99,13.11,9.64,9.63,24,7,17,316,87,16,12,3,3,-4,24,28,-4
"Ryan Reaves","20-21","VGK","R",37,367.38,1,1,3,5,26,36,54,3.58,3.85,2.78,9.94,15,4,11,141,33,6,4,3,3,-2,4,9,-5
"Ryan Reaves","21-22","NYR","R",69,734.8,5,3,5,13,44,59,73,4.7,11.36,8.47,7.97,16,21,11,279,50,14,5,3,3,-9,5,5,0
"Ryan Strome","19-20","NYR","C",70,1370.53,18,27,14,59,154,205,241,20.46,11.69,8.78,9.98,32,54,27,45,56,24,7,0,0,-17,496,548,-52
"Ryan Strome","20-21","NYR","C",56,1022.83,14,19,16,49,129,164,211,15.82,10.85,8.54,9.65,18,32,22,22,56,12,9,1,1,-3,321,422,-101
"Ryan Strome","21-22","NYR","C",74,1355.95,21,18,16,55,161,216,257,18.92,13.04,9.72,8.76,19,37,32,41,61,27,14,1,1,-13,363,455,-92
"Ryan Suter","19-20","MIN","D",69,1700.15,8,18,22,48,111,158,253,5.15,7.21,5.06,3.26,93,27,19,48,28,6,5,0,0,-1,0,0,0
"Ryan Suter","20-21","MIN","D",56,1242.28,3,10,6,19,86,126,200,3.81,3.49,2.38,3.02,65,17,9,38,28,6,3,0,0,-3,0,0,0
"Ryan Suter","21-22","DAL","D",82,1939.48,7,6,19,32,118,183,265,7,5.93,3.83,3.83,88,46,19,46,64,21,5,0,0,-16,0,0,0
"Sam Bennett","19-20","CGY","C",52,650.58,8,4,0,12,82,119,150,8.79,9.76,6.72,7.39,13,22,19,101,37,18,9,0,0,-9,89,83,6
"Sam Bennett","20-21","CGY/FLA","C",48,691.78,10,7,10,27,106,139,169,12.29,9.43,7.19,8.84,18,27,16,108,65,11,10,2,2,-1,124,137,-13
"Sam Bennett","21-22","FLA","C",71,1201.93,28,15,6,49,241,292,398,26.87,11.62,9.59,9.2,27,49,41,119,104,32,24,2,2,-8,411,466,-55
"Sam Carrick","19-20","ANA","C",9,123.9,1,0,1,2,16,23,26,0.99,6.25,4.35,4.3,8,5,1,13,21,0,1,0,0,1,33,39,-6
"Sam Carrick","20-21","ANA","C",13,167.98,2,2,2,6,23,27,35,1.58,8.7,7.41,5.85,3,6,2,29,16,4,6,2,2,2,33,30,3
"Sam Carrick","21-22","ANA","C",64,733.9,11,2,6,19,80,114,139,8.33,13.75,9.65,7.31,21,14,14,122,73,15,10,11,11,-5,204,209,-5
"Sam Gagner","19-20","DET/EDM","C",42,560.65,6,4,3,13,79,109,131,6.76,7.59,5.5,6.2,10,21,12,22,35,6,6,0,0,0,45,57,-12
"Sam Gagner","20-21","DET","C",42,648.52,7,5,3,15,88,112,132,9.31,7.95,6.25,8.31,14,8,7,5,41,5,4,1,1,-1,83,97,-14
"Sam Gagner","21-22","DET","C",81,1103.2,13,13,4,30,132,158,185,12.95,9.85,8.23,8.2,25,14,24,21,66,16,8,0,0,-8,142,162,-20
"Sam Lafferty","19-20","PIT","C",50,480.82,6,4,3,13,56,74,85,4.9,10.71,8.11,6.62,17,12,17,95,64,9,6,1,1,-3,117,119,-2
"Sam Lafferty","20-21","PIT","C",34,332.38,0,3,3,6,33,45,57,2.66,0,0,5.91,11,6,7,89,56,10,7,1,1,-3,55,50,5
"Sam Lafferty","21-22","CHI/PIT","C/R",56,759.98,5,7,1,13,80,100,123,8.48,6.25,5,8.48,26,19,23,137,101,9,13,3,3,4,108,155,-47
"Sam Reinhart","19-20","BUF","C",69,1423.22,22,17,11,50,144,227,271,16.8,15.28,9.69,7.4,27,33,21,36,81,5,11,0,0,6,40,72,-32
"Sam Reinhart","20-21","BUF","C",54,1055.1,25,8,7,40,130,190,215,15.92,19.23,13.16,8.38,27,22,17,15,75,5,7,0,0,2,126,150,-24
"Sam Reinhart","21-22","FLA","C",78,1385.7,33,31,18,82,186,266,325,29.55,17.74,12.41,11.11,30,43,37,49,156,4,11,1,1,7,174,185,-11
"Sam Steel","19-20","ANA","C",65,1010.27,6,10,6,22,85,130,168,11.31,7.06,4.62,8.7,25,37,25,24,76,10,10,0,0,0,369,365,4
"Sam Steel","20-21","ANA","C",42,609.72,6,3,3,12,42,54,70,5.6,14.29,11.11,10.37,19,13,10,41,44,4,5,0,0,1,237,212,25
"Sam Steel","21-22","ANA","C",68,837.22,6,7,7,20,67,89,125,7.59,8.96,6.74,8.53,27,20,18,37,75,8,12,0,0,4,203,209,-6
"Sami Niku","19-20","WPG","D",17,274.7,0,3,2,5,27,32,43,0.58,0,0,1.81,19,11,2,16,17,6,0,0,0,-6,0,0,0
"Sami Niku","20-21","WPG","D",6,77.8,0,0,0,0,2,4,8,0.14,0,0,3.5,7,5,0,0,12,4,1,0,0,-3,0,0,0
"Sami Niku","21-22","MTL","D",13,198.68,0,5,1,6,14,17,27,0.41,0,0,2.41,17,5,2,6,20,1,1,0,0,0,0,0,0
"Sami Vatanen","19-20","N.J","D",47,1022.27,5,5,13,23,95,132,200,3.78,5.26,3.79,2.86,80,24,14,50,51,12,8,0,0,-4,0,0,0
"Sami Vatanen","20-21","DAL/N.J","D",39,663.38,2,4,0,6,55,69,102,1.42,3.64,2.9,2.06,49,21,8,27,35,10,3,0,0,-7,0,0,0
"Sammy Blais","19-20","STL","L",40,503.1,6,4,3,13,56,75,86,6.6,10.71,8,8.8,15,18,12,155,69,10,11,0,0,1,0,0,0
"Sammy Blais","20-21","STL","L",36,434.32,8,4,3,15,31,41,53,3.3,25.81,19.51,8.05,10,11,9,103,56,6,6,0,0,0,3,1,2
"Sammy Blais","21-22","NYR","L",14,187.78,0,3,1,4,17,25,33,2.14,0,0,8.56,8,4,2,37,24,6,6,1,1,0,1,4,-3
"Sampo Ranta","21-22","COL","L",10,108.93,0,0,0,0,9,14,20,1.03,0,0,7.36,6,1,4,9,18,1,3,0,0,2,2,2,0
"Samuel Fagemo","21-22","L.A","L",4,54.88,0,0,0,0,5,6,11,0.6,0,0,10,3,1,2,2,6,0,0,0,0,0,0,0,0
"Samuel Girard","19-20","COL","D",70,1489.68,4,14,16,34,96,143,247,4.51,4.17,2.8,3.15,92,39,38,46,114,6,18,1,1,12,0,0,0
"Samuel Girard","20-21","COL","D",48,1114.12,5,16,11,32,79,113,186,3.26,6.33,4.42,2.88,52,32,14,31,76,8,14,0,0,6,0,0,0
"Samuel Girard","21-22","COL","D",67,1449.98,5,12,11,28,79,116,188,3.11,6.33,4.31,2.68,90,28,21,65,85,10,11,0,0,1,0,0,0
"Samuel Morin","20-21","PHI","D/L",20,203.83,1,0,0,1,14,20,27,0.35,7.14,5,1.75,13,3,1,38,34,6,1,3,2,-6,0,0,0
"Santeri Hatakka","21-22","S.J","D",9,113.67,0,1,1,2,3,6,7,0.11,0,0,1.83,7,3,1,5,14,1,2,0,0,1,0,0,0
"Scott Harrington","19-20","CBJ","D",39,543.87,1,3,4,8,37,57,73,1.46,2.7,1.75,2.56,48,9,5,46,65,8,0,0,0,-8,0,0,0
"Scott Harrington","20-21","CBJ","D",12,196.12,1,2,0,3,8,11,16,0.16,12.5,9.09,1.45,20,1,0,9,14,3,1,0,0,-2,0,0,0
"Scott Harrington","21-22","CBJ","D",7,101.3,0,0,1,1,5,7,9,0.08,0,0,1.14,9,0,2,8,10,3,1,0,0,-2,0,0,0
"Scott Laughton","19-20","PHI","L",49,715.75,13,7,7,27,74,90,122,7.87,17.57,14.44,8.74,26,21,22,109,35,13,8,0,0,-5,146,125,21
"Scott Laughton","20-21","PHI","L",53,817.28,9,9,2,20,89,104,133,7.27,10.11,8.65,6.99,34,17,20,141,41,12,8,1,1,-4,211,220,-9
"Scott Laughton","21-22","PHI","C/L",67,1100.97,11,10,9,30,110,148,196,13.23,10,7.43,8.94,47,40,31,151,58,15,24,1,1,9,395,379,16
"Scott Mayfield","19-20","NYI","D",67,1336.1,5,5,3,13,98,146,239,4.24,5.1,3.42,2.9,117,70,21,93,79,19,11,1,1,-8,0,0,0
"Scott Mayfield","20-21","NYI","D",56,1090.53,2,7,6,15,79,105,166,2.62,2.53,1.9,2.5,108,37,6,76,61,14,3,0,0,-11,0,0,0
"Scott Mayfield","21-22","NYI","D",61,1205.98,3,8,7,18,80,125,202,3.58,3.75,2.4,2.86,109,53,15,77,50,15,5,3,2,-11,0,0,0
"Scott Perunovich","21-22","STL","D",19,293.7,0,3,3,6,14,17,25,0.49,0,0,2.88,12,7,6,5,22,5,0,0,0,-5,0,0,0
"Scott Reedy","21-22","S.J","C",35,391.35,7,1,1,9,33,48,54,5.48,21.21,14.58,11.42,26,5,6,14,28,5,4,0,0,-1,53,79,-26
"Scott Sabourin","19-20","OTT","R",35,245.5,2,2,2,6,29,43,49,2.3,6.9,4.65,5.35,13,6,5,74,26,9,6,1,1,-3,0,1,-1
"Scott Sabourin","21-22","OTT","R",7,53.17,0,2,0,2,4,9,10,0.66,0,0,7.33,4,2,1,14,6,3,0,1,1,-3,1,0,1
"Scott Wilson","19-20","BUF","C",6,69.78,1,1,0,2,8,11,12,0.45,12.5,9.09,4.09,0,0,5,3,7,1,0,0,0,-1,0,0,0
"Sean Couturier","19-20","PHI","C",69,1368.38,22,15,22,59,185,250,306,22.29,11.89,8.8,8.92,26,36,40,60,103,15,17,0,0,2,542,367,175
"Sean Couturier","20-21","PHI","C",45,869.17,18,13,10,41,120,160,206,13.21,15,11.25,8.26,22,14,21,34,60,4,14,0,0,10,427,323,104
"Sean Couturier","21-22","PHI","C",29,591.25,6,8,3,17,79,108,136,9.67,7.59,5.56,8.95,18,17,25,22,30,7,8,0,0,1,238,190,48
"Sean Durzi","21-22","L.A","D",64,1254.05,3,12,12,27,119,150,247,6.22,2.52,2,4.15,121,53,26,74,96,20,14,3,3,-6,0,0,0
"Sean Kuraly","19-20","BOS","C",69,917.03,6,9,8,23,95,135,166,7.18,6.32,4.44,5.32,31,27,28,145,82,12,12,0,0,0,254,267,-13
"Sean Kuraly","20-21","BOS","C",47,660.35,4,3,2,9,88,110,133,6.2,4.55,3.64,5.64,21,13,24,99,57,10,9,0,0,-1,229,170,59
"Sean Kuraly","21-22","CBJ","C",77,1220.57,14,3,13,30,121,161,190,13.08,11.57,8.7,8.12,51,26,35,240,98,23,13,1,1,-10,628,642,-14
"Sean Monahan","19-20","CGY","C",70,1266.43,22,13,13,48,166,224,276,22.5,13.25,9.82,10.04,22,36,43,65,30,10,11,1,1,1,549,495,54
"Sean Monahan","20-21","CGY","C",50,882.95,10,12,6,28,98,133,154,13.3,10.2,7.52,10,18,35,28,49,32,5,7,0,0,2,340,354,-14
"Sean Monahan","21-22","CGY","C",65,913.78,8,11,4,23,111,151,197,12.55,7.21,5.3,8.31,24,28,32,59,47,12,10,0,0,-2,414,365,49
"Sean Walker","19-20","L.A","D",70,1318.57,5,11,8,24,127,186,269,7,3.94,2.69,3.76,84,65,25,81,125,14,6,0,0,-8,0,0,0
"Sean Walker","20-21","L.A","D",47,853.9,5,4,9,18,92,125,181,5.11,5.43,4,4.09,72,24,10,43,67,9,1,0,0,-8,0,0,0
"Sean Walker","21-22","L.A","D",6,110.23,0,1,1,2,18,22,32,0.77,0,0,3.5,9,1,1,9,7,2,0,0,0,-2,0,0,0
"Sebastian Aho","19-20","CAR","R",68,1320.47,38,16,12,66,206,268,333,33.12,18.45,14.18,12.36,20,58,71,55,68,13,15,0,0,2,409,480,-71
"Sebastian Aho","20-21","CAR","R",56,1089.88,24,24,9,57,148,208,251,20.8,16.22,11.54,10,25,61,33,38,51,16,14,0,0,-2,365,327,38
"Sebastian Aho","21-22","CAR","C/R",79,1495.92,37,28,16,81,221,329,402,37.39,16.74,11.25,11.36,23,56,68,76,87,19,26,0,0,7,555,504,51
"Sebastian Aho (D)","21-22","NYI","D",36,592.38,2,3,7,12,34,51,76,1.84,5.88,3.92,3.61,42,27,8,32,49,5,8,0,0,3,0,0,0
"Seth Jarvis","21-22","CAR","C",68,942.97,17,12,11,40,110,167,203,15.01,15.45,10.18,8.99,21,33,15,69,162,9,12,0,0,3,11,14,-3
"Seth Jones","19-20","CBJ","D",56,1415.68,6,13,11,30,126,169,244,5.48,4.76,3.55,3.24,123,37,29,62,92,10,4,0,0,-6,0,0,0
"Seth Jones","20-21","CBJ","D",56,1412.72,5,8,15,28,141,183,256,6.4,3.55,2.73,3.5,101,43,20,102,92,13,4,0,0,-9,0,0,0
"Seth Jones","21-22","CHI","D",78,2044.33,5,18,28,51,194,255,365,9.39,2.58,1.96,3.68,155,71,34,99,148,14,12,0,0,-2,0,0,0
"Shane Pinto","20-21","OTT","C",12,150.25,1,2,4,7,11,21,31,1.82,9.09,4.76,8.67,9,3,7,11,23,5,2,0,0,-3,45,65,-20
"Shane Pinto","21-22","OTT","C",5,64.77,0,1,0,1,5,11,15,1.03,0,0,9.36,1,5,2,0,7,1,0,0,0,-1,17,35,-18
"Shayne Gostisbehere","19-20","PHI","D",42,768.3,5,0,7,12,73,105,148,3.57,6.85,4.76,3.4,37,27,9,14,32,10,14,0,0,4,0,0,0
"Shayne Gostisbehere","20-21","PHI","D",41,817.55,9,5,6,20,85,127,189,4.84,10.59,7.09,3.81,47,24,10,18,43,3,8,0,0,5,0,0,0
"Shayne Gostisbehere","21-22","ARI","D",82,1819.03,14,16,21,51,151,216,314,7.8,9.27,6.48,3.61,115,78,44,60,76,13,21,0,0,8,0,0,0
"Shea Theodore","19-20","VGK","D",71,1579.13,13,12,21,46,219,315,460,12.27,5.94,4.13,3.9,69,54,55,20,102,10,6,1,1,-4,0,0,0
"Shea Theodore","20-21","VGK","D",53,1194.43,8,15,19,42,161,223,348,8.8,4.97,3.59,3.95,43,35,25,22,46,7,6,0,0,-1,0,0,0
"Shea Theodore","21-22","VGK","D",78,1804.57,14,22,16,52,205,273,417,11.13,6.83,5.13,4.08,97,58,60,37,118,12,10,0,0,-2,0,0,0
"Shea Weber","19-20","MTL","D",65,1560.2,15,9,12,36,185,283,378,9.57,8.11,5.3,3.38,114,79,18,112,62,15,10,1,1,-5,0,0,0
"Shea Weber","20-21","MTL","D",48,1089.55,6,6,7,19,104,146,215,3.73,5.77,4.11,2.55,68,53,11,70,47,14,3,1,1,-11,0,0,0
"Sheldon Dries","21-22","VAN","C",11,113.3,2,1,0,3,17,26,28,1.73,11.76,7.69,6.65,6,1,2,9,13,0,1,0,0,1,7,14,-7
"Sidney Crosby","19-20","PIT","C",41,830.13,16,20,11,47,109,143,163,12.76,14.68,11.19,8.92,17,25,26,28,35,5,11,1,1,6,494,394,100
"Sidney Crosby","20-21","PIT","C",55,1120.88,24,20,18,62,159,208,251,19.83,15.09,11.54,9.53,28,54,51,44,57,13,16,0,0,3,676,586,90
"Sidney Crosby","21-22","PIT","C",69,1378.23,31,31,22,84,208,272,334,27.14,14.9,11.4,9.98,37,54,34,50,71,17,15,0,0,-2,760,690,70
"Simon Benoit","20-21","ANA","D",6,103.18,0,0,0,0,3,6,8,0.14,0,0,2.33,9,1,0,20,3,1,0,0,0,-1,0,0,0
"Simon Benoit","21-22","ANA","D",53,746.9,1,1,3,5,45,64,87,1.87,2.22,1.56,2.92,39,21,7,168,89,6,1,2,2,-5,0,0,0
"Slater Koekkoek","19-20","CHI","D",42,703.83,1,3,6,10,47,74,117,2.07,2.13,1.35,2.8,58,27,9,64,71,16,9,0,0,-7,0,0,0
"Slater Koekkoek","20-21","EDM","D",18,236.95,1,0,0,1,17,25,41,0.76,5.88,4,3.04,31,11,3,10,20,1,2,0,0,1,0,0,0
"Slater Koekkoek","21-22","EDM","D",19,212.3,0,2,2,4,11,19,26,0.28,0,0,1.47,18,1,1,21,24,8,1,0,0,-7,0,0,0
"Sonny Milano","19-20","ANA/CBJ","L",55,720.33,7,9,7,23,75,90,108,5.72,9.33,7.78,6.36,13,30,22,26,85,14,16,0,0,2,0,0,0
"Sonny Milano","20-21","ANA","L",6,88.4,0,0,0,0,8,13,16,0.89,0,0,6.85,0,3,0,4,9,0,1,0,0,1,0,0,0
"Sonny Milano","21-22","ANA","L",66,1008.35,14,15,5,34,94,141,177,12.14,14.89,9.93,8.61,15,34,29,27,89,5,6,0,0,1,0,2,-2
"Stefan Matteau","19-20","CBJ","C",9,111.25,2,0,1,3,18,27,29,1.63,11.11,7.41,6.04,10,1,2,27,11,0,0,1,1,0,0,0,0
"Stefan Matteau","20-21","CBJ","C",18,194.83,1,0,0,1,15,19,29,1.07,6.67,5.26,5.63,9,5,7,35,20,2,2,1,1,0,2,5,-3
"Stefan Noesen","19-20","PIT/S.J","R",40,461.27,7,1,1,9,67,90,100,6.8,10.45,7.78,7.56,17,8,16,74,35,12,8,0,0,-4,7,11,-4
"Stefan Noesen","20-21","S.J/TOR","R",6,57.65,0,0,0,0,5,5,5,0.21,0,0,4.2,0,0,1,4,3,1,2,0,0,1,1,3,-2
"Stephen Johns","19-20","DAL","D",17,300.3,2,1,2,5,30,43,65,0.96,6.67,4.65,2.23,20,11,5,50,24,5,1,0,0,-4,0,0,0
"Steven Fogarty","20-21","BUF","C",9,105.57,1,2,0,3,5,8,8,0.66,20,12.5,8.25,10,0,5,4,3,4,3,0,0,-1,7,5,2
"Steven Kampfer","19-20","BOS","D",10,136.35,0,1,1,2,13,17,28,0.47,0,0,2.76,8,1,4,15,16,1,2,0,0,1,0,0,0
"Steven Kampfer","20-21","BOS","D",20,334.12,2,2,1,5,28,40,49,0.91,7.14,5,2.28,24,5,6,20,40,2,3,0,0,1,0,0,0
"Steven Lorentz","20-21","CAR","C",45,469.75,2,1,5,8,40,61,76,5.05,5,3.28,8.28,16,10,11,47,76,4,3,0,0,-1,158,151,7
"Steven Lorentz","21-22","CAR","C",67,729.43,8,2,3,13,80,113,142,11.38,10,7.08,10.07,13,17,24,67,111,4,7,0,0,3,51,61,-10
"Steven Stamkos","19-20","T.B","C",57,1049.95,29,24,13,66,176,245,319,19.77,16.48,11.84,8.07,38,33,24,69,54,11,15,0,0,4,365,307,58
"Steven Stamkos","20-21","T.B","C",38,694.05,17,8,9,34,91,120,153,10.81,18.68,14.17,9.01,10,7,5,38,15,8,7,0,0,-1,238,178,60
"Steven Stamkos","21-22","T.B","C",81,1496.72,42,43,21,106,241,323,401,27.75,17.43,13,8.59,31,24,30,93,76,18,10,0,0,-8,545,523,22
"Sven Baertschi","19-20","VAN","L",6,70.93,0,2,0,2,7,11,15,1.12,0,0,10.18,0,1,1,5,3,2,3,0,0,1,0,0,0
"T.J. Oshie","19-20","WSH","R",69,1259.58,26,15,8,49,134,206,249,22.9,19.4,12.62,11.12,58,45,42,90,80,13,25,0,0,12,119,119,0
"T.J. Oshie","20-21","WSH","R",53,957.37,22,13,8,43,106,136,170,13.97,20.75,16.18,10.27,27,28,28,70,77,9,12,0,0,3,139,151,-12
"T.J. Oshie","21-22","WSH","R",44,767.83,11,6,8,25,77,113,138,11.77,14.29,9.73,10.42,30,18,19,86,53,9,22,0,0,13,72,97,-25
"Tage Thompson","20-21","BUF","C",38,527.17,8,4,2,14,96,115,146,10.22,8.33,6.96,8.89,8,10,13,25,31,6,6,1,1,0,2,6,-4
"Tage Thompson","21-22","BUF","C/R",78,1394.82,38,15,15,68,253,348,457,23.88,15.02,10.92,6.86,25,42,49,66,47,11,13,1,2,3,393,582,-189
"Tanner Jeannot","20-21","NSH","L",15,181.95,5,2,0,7,23,27,33,2.37,21.74,18.52,8.78,7,5,0,53,17,1,2,0,0,1,1,2,-1
"Tanner Jeannot","21-22","NSH","L",81,1294.98,24,9,8,41,124,180,215,16.31,19.35,13.33,9.06,64,32,32,318,134,25,14,14,14,-11,10,14,-4
"Tanner Kero","20-21","DAL","C",39,413.32,3,3,4,10,39,47,63,2.76,7.69,6.38,5.87,14,10,9,31,32,3,4,0,0,1,24,14,10
"Tanner Kero","21-22","DAL","C",23,219.95,0,1,2,3,14,18,26,1.23,0,0,6.83,9,7,6,12,15,0,2,0,1,3,9,5,4
"Tanner Pearson","19-20","VAN","L",69,1139.33,21,11,13,45,164,212,255,19.88,12.8,9.91,9.38,40,33,37,96,82,11,9,1,1,-2,3,14,-11
"Tanner Pearson","20-21","VAN","L",51,870.63,10,6,2,18,110,149,181,12.5,9.09,6.71,8.39,28,26,23,54,56,8,11,0,0,3,6,10,-4
"Tanner Pearson","21-22","VAN","L",68,1091.13,14,9,10,33,159,197,242,17.39,8.81,7.11,8.83,41,15,22,84,91,10,13,2,2,3,20,37,-17
"Tarmo Reunanen","20-21","NYR","D",4,53.1,0,1,0,1,5,5,6,0.06,0,0,1.2,5,0,1,4,4,0,0,0,0,0,0,0,0
"Taro Hirose","19-20","DET","L",26,326.42,2,3,2,7,21,31,39,2.13,9.52,6.45,6.87,16,20,6,13,26,3,2,0,0,-1,0,5,-5
"Taro Hirose","20-21","DET","L",6,86.22,0,1,1,2,10,10,11,0.51,0,0,5.1,2,3,1,1,7,0,2,0,0,2,1,1,0
